Time,IR,Red,X,Y,Z,Activity,Heart Rate,Respiration Rate,SPO2,Error Rate,Window Size
36784,100798,106871,-0.179146,0.472384,0.895728,2,60,,,,
36824,100864,107065,-0.175142,0.46738,0.901733,2,68.182,,,,
36864,100874,107174,-0.175142,0.466379,0.904735,2,55.556,,,,
36904,100922,107248,-0.174142,0.468381,0.907738,2,41.667,,,,
36944,100995,107323,-0.178145,0.46738,0.906737,2,57.692,,,,
36984,101016,107469,-0.173141,0.465378,0.901733,2,71.429,,,,
37024,101078,107607,-0.174142,0.466379,0.904735,2,62.5,,,,
37064,101144,107743,-0.179146,0.464377,0.905736,2,60,,,,
37104,101203,107912,-0.177144,0.475386,0.906737,2,65.217,,,,
37145,101210,107870,-0.178145,0.468381,0.89873,2,75,,,,
37185,101030,107012,-0.17214,0.459373,0.905736,2,68.182,,,,
37225,100560,105543,-0.178145,0.460374,0.905736,2,40.541,,,,
37265,99959,104293,-0.179146,0.465378,0.907738,2,55.556,,,,
37305,99643,103999,-0.177144,0.462376,0.901733,2,55.556,,,,
37345,99653,104152,-0.177144,0.453368,0.906737,2,57.692,,,,
37385,99696,104192,-0.178145,0.459373,0.908738,2,57.692,,,,
37426,99773,104410,-0.179146,0.460374,0.912742,2,48.387,,,,
37465,99867,104607,-0.176143,0.453368,0.909739,2,44.118,,,,
37505,99893,104610,-0.179146,0.452368,0.905736,2,57.692,,,,
37547,99861,104539,-0.173141,0.453368,0.905736,2,55.556,,,,
37585,99876,104671,-0.177144,0.453368,0.905736,2,60,,,,
37625,99934,104807,-0.174142,0.452368,0.908738,2,57.692,,,,
37666,100013,105036,-0.176143,0.458372,0.91074,2,57.692,,,,
37706,100092,105239,-0.178145,0.460374,0.911741,2,55.556,,,,
37745,100188,105448,-0.173141,0.456371,0.909739,2,60,,,,
37785,100272,105619,-0.170138,0.456371,0.908738,2,60,,,,
37826,100312,105731,-0.173141,0.456371,0.907738,2,68.182,,,,
37866,100372,105893,-0.175142,0.462376,0.91074,2,21.739,,,,
37905,100491,106072,-0.173141,0.456371,0.91074,2,57.692,,,,
37945,100518,106229,-0.175142,0.456371,0.91074,2,57.692,,,,
37985,100568,106383,-0.174142,0.460374,0.915744,2,60,,,,
38025,100655,106566,-0.171139,0.452368,0.914743,2,65.217,,,,
38066,100696,106770,-0.175142,0.456371,0.908738,2,62.5,,,,
38106,100767,106889,-0.175142,0.45537,0.912742,2,62.5,,,,
38146,100858,107120,-0.173141,0.462376,0.911741,2,38.462,,,,
38185,100943,107268,-0.176143,0.468381,0.900732,2,39.474,,,,
38225,100929,106766,-0.173141,0.448364,0.902733,2,65.217,,,,
38265,100531,105422,-0.175142,0.449365,0.914743,2,68.182,,,,
38305,99921,104058,-0.177144,0.461375,0.917746,2,60,,,,
38346,99547,103678,-0.175142,0.452368,0.911741,2,60,,,,
38385,99518,103710,-0.173141,0.445362,0.900732,2,60,,,,
38466,99604,104001,-0.171139,0.461375,0.907738,2,60,,,,
38506,99694,104285,-0.177144,0.457372,0.902733,2,57.692,,,,
38545,99784,104450,-0.175142,0.454369,0.907738,2,50,,,,
38588,99832,104475,-0.176143,0.456371,0.903734,2,53.571,,,,
