TimeStamp,IR,RED,X,Y,Z,Heart Rate,Respiration Rate,SPO2,Error Rate,(Window Size)
11981,82912,106553,0.02,-0.02,0.77,88.2353,12,86.7,0,50
12038,118390,106540,0.03,-0.03,1.03,57.6923,,99.8,0,100
12072,118379,106554,0.03,-0.03,1.03,81.0811,,94.8,0,150
12114,118400,106555,0.03,-0.03,1.03,120,,97.1,,
12160,118437,106589,0.03,-0.02,1.04,60,,99.9,,
12227,118485,106600,0.03,-0.02,1.03,28.3019,,97.1,,
12337,118557,106610,0.03,-0.02,1.03,8.547,,99.8,,
12417,118707,106674,0.03,-0.02,1.03,78.9474,,99.1,,
12453,118781,106705,0.03,-0.02,1.04,60,,99.3,,
12505,118821,106731,0.03,-0.03,1.04,54.5455,,99.9,,
12581,118949,106745,0.03,-0.03,1.03,9.6463,,98.9,,
12656,118920,106753,0.03,-0.03,1.04,75,,99.3,,
12716,118845,106721,0.03,-0.03,1.03,107.1429,,99,,
13072,119082,106805,0.03,-0.03,1.04,103.4483,,99.8,,
13112,119108,106822,0.03,-0.02,1.03,120,,100,,
13153,119145,106847,0.03,-0.03,1.04,88.2353,,99.1,,
13199,119168,106849,0.03,-0.03,1.03,90.9091,,99.9,,
13267,119195,106843,0.03,-0.03,1.03,93.75,,99.9,,
13355,119294,106904,0.02,-0.03,1.03,37.9747,,95.9,,
13406,119328,106876,0.03,-0.03,1.03,115.3846,,34.3,,
13475,119381,106905,0.03,-0.03,1.04,38.961,,72.5,,
13543,119534,106956,0.03,-0.03,1.04,43.4783,,99.9,,
13612,119433,106884,0.02,-0.03,1.03,111.1111,,99.7,,
13680,119263,106834,0.03,-0.02,1.03,100,,99.9,,
13748,119241,106817,0.03,-0.02,1.03,120,,94.2,,
13819,119276,106825,0.03,-0.02,1.03,130.4348,,99.9,,
13899,119263,106833,0.03,-0.03,1.03,25.4237,,99.2,,
13958,119282,106824,0.03,-0.02,1.04,115.3846,,-471.6,,
14024,119344,106803,0.03,-0.03,1.03,46.1538,,-8517.2,,
14093,119397,106828,0.02,-0.03,1.03,125,,-3448.9,,
14178,119478,106860,0.03,-0.03,1.03,32.967,,99.7,,
14532,119446,106794,0.03,-0.03,1.03,83.3333,,99.9,,
14572,119393,106797,0.03,-0.03,1.04,47.619,,100,,
14612,119370,106783,0.03,-0.03,1.03,111.1111,,99.9,,
14658,119319,106805,0.03,-0.03,1.03,103.4483,,99.9,,
14730,119307,106775,0.03,-0.03,1.03,44.7761,,99.6,,
14797,119327,106784,0.02,-0.03,1.04,38.961,,99.5,,
14866,119369,106779,0.03,-0.03,1.04,125,,99.9,,
14952,119459,106780,0.02,-0.03,1.03,125,,99.5,,
15008,119493,106805,0.02,-0.03,1.03,47.619,,99.4,,
15072,119525,106836,0.03,-0.03,1.04,46.1538,,99.5,,
15141,119569,106897,0.03,-0.02,1.04,100,,99.6,,
15208,119665,106889,0.03,-0.03,1.04,120,,100,,
16193,119831,106931,0.03,-0.02,1.03,103.4483,,99.7,,
16233,119865,106968,0.02,-0.02,1.04,115.3846,,94.9,,
16273,119905,106954,0.03,-0.03,1.03,43.4783,,99.3,,
16322,119883,106917,0.03,-0.03,1.03,88.2353,,99,,
16389,119711,106866,0.03,-0.02,1.04,125,,99.1,,
16457,119572,106821,0.03,-0.03,1.03,62.5,,97.6,,
16526,119576,106815,0.03,-0.02,1.03,25.2101,,99.9,,
16595,119618,106829,0.03,-0.03,1.04,125,,99.2,,
16665,119600,106812,0.03,-0.03,1.04,81.0811,,99.3,,
16738,119604,106821,0.03,-0.03,1.04,83.3333,,99.6,,
16832,119676,106842,0.03,-0.03,1.04,100,,99.5,,
16914,119723,106881,0.03,-0.02,1.03,19.6078,,100,,
17708,119780,106870,0.03,-0.02,1.03,111.1111,,93.2,,
17753,121397,107575,0.03,-0.02,1.03,75,,99.2,,
17794,121406,107591,0.03,-0.03,1.03,34.8837,,88.5,,
17834,121398,107595,0.02,-0.03,1.03,56.6038,,99.7,,
17885,121441,107642,0.03,-0.03,1.04,103.4483,,100,,
17973,121712,107762,0.03,-0.03,1.03,111.1111,,99,,
18017,121835,107830,0.03,-0.03,1.04,111.1111,,73.7,,
18087,121911,107834,0.03,-0.02,1.03,73.1707,,99.7,,
18155,121788,107795,0.03,-0.03,1.03,90.9091,,77.2,,
18226,121783,107823,0.03,-0.03,1.03,42.8571,,97.3,,
18293,121857,107843,0.03,-0.03,1.04,130.4348,,98.9,,
18362,121984,107896,0.03,-0.03,1.03,136.3636,,72.6,,
18430,122048,107915,0.03,-0.03,1.03,76.9231,,99.9,,
18500,122057,107845,0.03,-0.03,1.04,35.7143,,100,,
18567,122088,107890,0.03,-0.03,1.04,125,,97.6,,
18638,122111,107920,0.03,-0.03,1.04,38.4615,,99.7,,
18708,122430,108141,0.03,-0.02,1.03,115.3846,,98.6,,
18776,122505,108064,0.03,-0.03,1.03,111.1111,,97.8,,
18842,122628,108214,0.03,-0.03,1.03,48.3871,,99.8,,
18936,122986,108401,0.03,-0.03,1.03,41.6667,,99.2,,
18990,122977,108304,0.03,-0.03,1.03,35.2941,,99.7,,
19053,122702,108132,0.03,-0.03,1.03,76.9231,,99.9,,
19118,122119,107807,0.03,-0.02,1.03,65.2174,,99.7,,
19189,121848,107669,0.03,-0.03,1.04,103.4483,,97.1,,
19255,121709,107483,0.03,-0.03,1.03,111.1111,,100,,
19323,121517,107369,0.03,-0.03,1.04,96.7742,,99.2,,
19392,121142,107157,0.02,-0.03,1.03,63.8298,,96.3,,
19462,120960,107083,0.03,-0.03,1.04,107.1429,,100,,
19532,120941,106999,0.03,-0.02,1.04,88.2353,,26.3,,
19599,120349,106655,0.03,-0.03,1.03,115.3846,,88,,
19671,120203,106589,0.03,-0.03,1.03,71.4286,,97.9,,
19736,119786,106546,0.03,-0.02,1.03,107.1429,,99.8,,
19808,119801,106611,0.03,-0.02,1.04,76.9231,,99.9,,
19877,119785,106691,0.03,-0.03,1.04,125,,50.7,,
19943,119662,106757,0.03,-0.03,1.04,150,,99.9,,
20014,119945,106798,0.03,-0.03,1.03,120,,77.5,,
20086,119960,106830,0.02,-0.03,1.03,90.9091,,99.8,,
20148,120011,106788,0.03,-0.03,1.04,100,,99.7,,
20220,120066,106770,0.03,-0.02,1.04,,,99.9,,
20291,119851,106731,0.03,-0.03,1.04,,,99.4,,
20356,119755,106686,0.03,-0.03,1.03,,,99.9,,
20429,119703,106678,0.03,-0.03,1.03,,,99.6,,
20493,119661,106656,0.03,-0.03,1.03,,,99.9,,
20561,119604,106663,0.03,-0.03,1.03,,,99.8,,
20641,119609,106621,0.02,-0.03,1.03,,,99.8,,
20705,119550,106579,0.03,-0.03,1.03,,,100,,
20768,119356,106505,0.03,-0.03,1.03,,,99.9,,
20836,119052,106436,0.03,-0.02,1.04,,,94.5,,
20924,118847,106380,0.03,-0.02,1.03,,,77.4,,
20975,118843,106354,0.03,-0.03,1.03,,,98.5,,
21042,118836,106398,0.03,-0.03,1.04,,,93.8,,
21115,118811,106406,0.03,-0.03,1.03,,,99.9,,
21180,118826,106434,0.03,-0.03,1.03,,,70,,
21249,118884,106460,0.03,-0.03,1.04,,,93,,
21317,118930,106480,0.03,-0.03,1.03,,,98.6,,
21386,118985,106564,0.02,-0.03,1.03,,,99.8,,
21464,119077,106585,0.03,-0.02,1.03,,,99.4,,
21523,119110,106597,0.03,-0.02,1.03,,,99.7,,
21593,119097,106571,0.03,-0.02,1.03,,,98.2,,
21665,118744,106512,0.03,-0.03,1.03,,,99.8,,
21730,118681,106465,0.03,-0.03,1.03,,,-223.4,,
21798,118620,106471,0.02,-0.03,1.04,,,99.5,,
21870,118629,106521,0.02,-0.03,1.04,,,99.8,,
21936,118680,106494,0.02,-0.03,1.03,,,99.6,,
22005,118700,106535,0.03,-0.02,1.04,,,18.4,,
22073,118797,106590,0.03,-0.03,1.03,,,99.5,,
22142,118931,106645,0.03,-0.03,1.04,,,99.6,,
22211,118984,106692,0.03,-0.02,1.04,,,99.9,,
22282,119156,106789,0.03,-0.03,1.03,,,99.8,,
22377,119299,106861,0.03,-0.02,1.04,,,99.6,,
22417,119388,106901,0.03,-0.03,1.04,,,-224.9,,
22489,119375,106870,0.03,-0.03,1.03,,,97.1,,
22556,119126,106827,0.03,-0.03,1.03,,,99.6,,
23469,119052,106795,0.03,-0.03,1.03,,,100,,
23516,119402,106991,0.03,-0.03,1.03,,,99.6,,
23557,119369,106976,0.03,-0.03,1.03,,,99.9,,
23624,119373,106989,0.03,-0.03,1.03,,,99.8,,
23675,119407,106965,0.03,-0.02,1.03,,,99.8,,
23714,119401,106993,0.03,-0.02,1.03,,,41.1,,
23779,119423,107006,0.03,-0.02,1.04,,,99.4,,
23847,119501,107002,0.03,-0.03,1.03,,,99.9,,
23917,119536,107038,0.03,-0.03,1.03,,,99.9,,
23987,119627,107061,0.03,-0.03,1.03,,,99.9,,
25059,119932,107161,0.03,-0.03,1.03,,,99.9,,
25095,119983,107186,0.02,-0.02,1.04,,,99.7,,
25139,119983,107188,0.03,-0.02,1.04,,,89.1,,
25185,119844,107103,0.03,-0.03,1.04,,,96,,
25253,119723,107087,0.03,-0.03,1.03,,,98.6,,
25319,119661,107064,0.03,-0.03,1.03,,,99.9,,
25403,119653,107056,0.03,-0.03,1.04,,,99.9,,
25457,119675,107051,0.03,-0.03,1.04,,,97.6,,
25526,119658,107046,0.03,-0.03,1.03,,,98.6,,
26584,119724,107079,0.03,-0.03,1.04,,,98.9,,
26637,119579,107039,0.03,-0.02,1.03,,,99.9,,
26716,119635,107015,0.03,-0.03,1.03,,,99.9,,
26761,119643,107040,0.03,-0.03,1.03,,,99.8,,
26795,119692,107047,0.03,-0.02,1.04,,,99.6,,
26845,119730,107070,0.03,-0.03,1.04,,,98.5,,
26913,119757,107071,0.03,-0.03,1.03,,,99.4,,
26981,119549,106977,0.03,-0.02,1.04,,,99.9,,
27048,119474,106957,0.03,-0.02,1.03,,,97.3,,
27118,119404,106920,0.03,-0.02,1.03,,,95.7,,
27186,119399,106948,0.03,-0.03,1.03,,,99.7,,
27255,119412,106913,0.03,-0.02,1.03,,,97.8,,
27325,119386,106917,0.03,-0.03,1.04,,,98.3,,
27394,119407,106924,0.03,-0.03,1.03,,,45.2,,
27462,119467,106968,0.03,-0.03,1.03,,,80.1,,
27547,119512,106978,0.03,-0.02,1.03,,,84.7,,
27666,119615,107008,0.03,-0.03,1.03,,,99.3,,
27761,119758,107091,0.03,-0.02,1.03,,,99.8,,
27796,119805,107114,0.03,-0.02,1.03,,,99.6,,
28711,119721,107053,0.03,-0.03,1.03,,,99.2,,
28760,119602,107041,0.02,-0.03,1.03,,,99.5,,
28795,119502,107005,0.03,-0.03,1.03,,,99.6,,
28840,119466,106971,0.03,-0.03,1.03,,,98.8,,
28883,119431,106960,0.03,-0.03,1.03,,,99.9,,
28956,119392,106957,0.03,-0.03,1.03,,,98.6,,
29023,119425,106956,0.03,-0.03,1.04,,,97.8,,
29093,119384,106951,0.03,-0.02,1.04,,,99.2,,
29163,119402,106983,0.03,-0.03,1.03,,,99.9,,
29228,119460,107018,0.03,-0.03,1.04,,,99.8,,
29297,119515,107003,0.03,-0.02,1.04,,,100,,
29367,119566,107020,0.03,-0.02,1.03,,,99.2,,
29435,119631,107049,0.03,-0.03,1.04,,,66.6,,
29502,119694,107115,0.03,-0.03,1.04,,,99.2,,
29571,119750,107105,0.03,-0.03,1.04,,,99.9,,
29679,119605,107032,0.03,-0.03,1.03,,,99.6,,
29717,119407,106998,0.02,-0.03,1.03,,,99.7,,
29777,119376,106954,0.03,-0.03,1.03,,,99.2,,
29846,119327,106971,0.03,-0.03,1.04,,,97.3,,
29915,119339,106943,0.03,-0.02,1.03,,,100,,
29983,119301,106941,0.02,-0.03,1.03,,,99,,
31016,119252,106910,0.03,-0.02,1.03,,,99.7,,
31057,119286,106935,0.03,-0.02,1.03,,,99.5,,
31096,119323,106941,0.03,-0.02,1.03,,,99.9,,
31154,119329,106954,0.02,-0.02,1.04,,,99.5,,
31213,119372,106976,0.03,-0.02,1.04,,,99.6,,
31304,119418,106966,0.03,-0.03,1.03,,,99.6,,
31354,119270,106908,0.03,-0.03,1.03,,,98.3,,
31420,118996,106805,0.03,-0.03,1.03,,,99.4,,
31489,118889,106809,0.03,-0.03,1.04,,,97.6,,
31556,118880,106770,0.03,-0.03,1.03,,,99.2,,
31625,118840,106776,0.03,-0.03,1.04,,,99.9,,
31693,118847,106774,0.03,-0.03,1.04,,,99.7,,
31761,118891,106808,0.03,-0.03,1.03,,,99.7,,
31838,118956,106855,0.03,-0.03,1.04,,,99.3,,
31902,118999,106840,0.03,-0.03,1.04,,,97.2,,
31968,119053,106890,0.03,-0.03,1.03,,,99.6,,
32037,119108,106902,0.03,-0.03,1.03,,,99.5,,
32141,119234,106942,0.03,-0.03,1.03,,,99.8,,
32210,119002,106833,0.03,-0.03,1.04,,,-263.4,,
32243,118873,106793,0.03,-0.02,1.03,,,99.7,,
33100,118852,106821,0.03,-0.03,1.04,,,99.6,,
33122,118712,106782,0.03,-0.03,1.03,,,99.8,,
33161,118644,106786,0.02,-0.03,1.03,,,97.3,,
33205,118602,106760,0.03,-0.03,1.03,,,99.3,,
33923,118906,106909,0.03,-0.02,1.04,,,99.6,,
33958,118756,106848,0.03,-0.03,1.03,,,99.1,,
34000,118697,106838,0.03,-0.03,1.04,,,99.6,,
34048,118658,106852,0.03,-0.02,1.03,,,99,,
34115,118628,106824,0.03,-0.03,1.03,,,99.4,,
34183,118653,106858,0.03,-0.03,1.04,,,99.8,,
34250,118643,106847,0.03,-0.02,1.03,,,99.5,,
34320,118657,106858,0.02,-0.03,1.04,,,99.6,,
35186,118749,106880,0.02,-0.02,1.03,,,98.8,,
35238,118708,106912,0.03,-0.02,1.03,,,99.6,,
35278,118753,106899,0.03,-0.02,1.04,,,97.2,,
35318,118783,106920,0.03,-0.03,1.04,,,99.5,,
35368,118821,106937,0.03,-0.02,1.03,,,99.4,,
35434,118875,106975,0.03,-0.02,1.03,,,99,,
35502,118960,106985,0.03,-0.03,1.04,,,99.7,,
35572,119063,107054,0.03,-0.03,1.03,,,100,,
35641,119105,107073,0.03,-0.02,1.04,,,99.7,,
35710,119206,107122,0.02,-0.03,1.04,,,99.8,,
35777,119007,107015,0.03,-0.03,1.04,,,99.7,,
35847,118875,106974,0.03,-0.03,1.04,,,98.7,,
35918,118777,106922,0.03,-0.03,1.04,,,99.3,,
35986,118739,106906,0.03,-0.02,1.03,,,99.5,,
36053,118735,106928,0.03,-0.02,1.04,,,99.4,,
36122,118708,106929,0.02,-0.02,1.03,,,99.4,,
36191,118751,106933,0.03,-0.03,1.03,,,85.4,,
36259,118818,106939,0.03,-0.03,1.03,,,99.6,,
36328,118886,106999,0.03,-0.03,1.04,,,99.8,,
36405,118924,106999,0.03,-0.03,1.03,,,99.7,,
36465,119047,107049,0.03,-0.02,1.04,,,99.5,,
36533,119075,107071,0.03,-0.02,1.03,,,99.9,,
36610,119216,107139,0.03,-0.03,1.03,,,99.7,,
36671,119240,107127,0.03,-0.03,1.03,,,99.9,,
36741,118996,107022,0.03,-0.02,1.03,,,73.8,,
36809,118887,107021,0.03,-0.02,1.03,,,99.1,,
37918,119073,107067,0.03,-0.03,1.04,,,98.8,,
37960,119077,107067,0.02,-0.03,1.03,,,99.1,,
37998,119091,107106,0.03,-0.03,1.04,,,99.4,,
38982,119108,107067,0.03,-0.02,1.04,,,98.5,,
39040,119418,107205,0.03,-0.03,1.03,,,99.7,,
39079,119461,107218,0.03,-0.03,1.03,,,99.7,,
39122,119505,107233,0.03,-0.02,1.04,,,99.9,,
39169,119522,107232,0.03,-0.03,1.04,,,99.9,,
39235,119563,107271,0.03,-0.03,1.03,,,99.7,,
39303,119663,107325,0.03,-0.03,1.03,,,99.8,,
39373,119728,107316,0.03,-0.03,1.04,,,99.8,,
39440,119832,107319,0.03,-0.03,1.03,,,99.7,,
40101,119825,107367,0.03,-0.02,1.04,,,99.9,,
40139,119891,107357,0.03,-0.02,1.03,,,99.8,,
40179,119927,107363,0.03,-0.03,1.03,,,99.8,,
40230,119972,107395,0.03,-0.03,1.03,,,99.7,,
40294,120010,107391,0.03,-0.03,1.03,,,99.6,,
40364,120094,107411,0.02,-0.03,1.03,,,99.5,,
40433,120035,107367,0.03,-0.03,1.03,,,99.7,,
40501,119811,107330,0.03,-0.02,1.04,,,99.7,,
40570,119815,107292,0.03,-0.02,1.04,,,99.6,,
40647,119764,107287,0.03,-0.02,1.03,,,99.8,,
40709,119785,107262,0.03,-0.02,1.03,,,99.4,,
40779,119768,107266,0.03,-0.03,1.03,,,99.3,,
40845,119796,107251,0.03,-0.03,1.04,,,99.4,,
40928,119877,107268,0.03,-0.03,1.03,,,99.5,,
40982,119884,107299,0.03,-0.02,1.03,,,99.4,,
41051,119948,107317,0.03,-0.03,1.03,,,99.4,,
41121,120002,107336,0.03,-0.02,1.03,,,99.2,,
41189,120051,107358,0.03,-0.03,1.04,,,99.5,,
41260,120149,107397,0.03,-0.02,1.04,,,99.7,,
41676,119729,107186,0.03,-0.03,1.03,,,99.1,,
41780,119765,107188,0.03,-0.03,1.04,,,99.9,,
41824,119785,107200,0.03,-0.03,1.04,,,99.5,,
41861,119806,107221,0.03,-0.03,1.03,,,99.3,,
41907,119841,107222,0.03,-0.03,1.03,,,99.6,,
41985,119921,107253,0.03,-0.02,1.03,,,99.8,,
42045,119944,107242,0.03,-0.03,1.04,,,99.1,,
43106,120032,107289,0.03,-0.03,1.04,,,98.4,,
43162,120059,107253,0.03,-0.03,1.03,,,97.8,,
43204,119919,107205,0.03,-0.03,1.04,,,99.9,,
43240,119833,107172,0.03,-0.03,1.03,,,99.5,,
43289,119803,107198,0.03,-0.03,1.04,,,99.5,,
43370,119728,107153,0.03,-0.03,1.03,,,98.5,,
43425,119738,107158,0.02,-0.03,1.03,,,99,,
43583,119708,107156,0.03,-0.03,1.04,,,98,,
44502,119584,107123,0.03,-0.02,1.04,,,99,,
44544,119622,107123,0.03,-0.02,1.04,,,99.3,,
44621,119676,107211,0.03,-0.02,1.03,,,99.2,,
44660,119701,107203,0.03,-0.02,1.04,,,99.4,,
44701,119739,107177,0.03,-0.03,1.04,,,99.8,,
44764,119767,107211,0.03,-0.03,1.04,,,99.7,,
44833,119839,107226,0.03,-0.02,1.03,,,99.8,,
44905,119884,107262,0.02,-0.02,1.03,,,99.5,,
44970,119801,107202,0.03,-0.03,1.03,,,99.8,,
45041,119629,107143,0.03,-0.03,1.04,,,99.4,,
45108,119443,107103,0.03,-0.03,1.04,,,99.4,,
45177,119439,107096,0.03,-0.03,1.04,,,99.7,,
45247,119436,107055,0.03,-0.03,1.04,,,99.6,,
45317,119406,107079,0.03,-0.03,1.03,,,99.8,,
45391,119408,107072,0.03,-0.02,1.03,,,99.7,,
45452,119461,107089,0.03,-0.02,1.03,,,99.6,,
45524,119503,107109,0.03,-0.02,1.03,,,99.8,,
46163,119197,107035,0.03,-0.03,1.04,,,99.7,,
46200,119240,107038,0.03,-0.03,1.04,,,99.4,,
46246,119287,107095,0.03,-0.03,1.04,,,99.5,,
46296,119344,107110,0.02,-0.03,1.03,,,99.3,,
46389,119441,107178,0.03,-0.03,1.04,,,99.3,,
46438,119488,107179,0.03,-0.03,1.04,,,99.7,,
46501,119542,107192,0.03,-0.03,1.04,,,99.5,,
46569,119648,107249,0.03,-0.03,1.04,,,99.6,,
46644,119319,107093,0.03,-0.03,1.04,,,99.3,,
46705,119150,107062,0.03,-0.03,1.04,,,98.7,,
46782,118901,106978,0.03,-0.03,1.04,,,99.7,,
46854,118870,106976,0.03,-0.03,1.03,,,99.7,,
46907,118882,106993,0.03,-0.03,1.04,,,99.7,,
46977,118890,106983,0.03,-0.03,1.03,,,99.2,,
48078,119025,107140,0.02,-0.03,1.04,,,,,
48107,119080,107158,0.03,-0.03,1.03,,,,,
48142,119129,107146,0.03,-0.02,1.03,,,,,
48188,119191,107184,0.03,-0.03,1.03,,,,,
48257,119252,107218,0.03,-0.02,1.03,,,,,
48330,119399,107281,0.03,-0.03,1.03,,,,,
48400,119451,107281,0.03,-0.03,1.03,,,,,
48464,119137,107172,0.03,-0.03,1.04,,,,,
49358,118956,107111,0.03,-0.03,1.03,,,,,
49448,119110,107139,0.02,-0.03,1.03,,,,,
49506,119046,107145,0.03,-0.03,1.03,,,,,
49542,119079,107166,0.03,-0.03,1.04,,,,,
49581,119094,107142,0.03,-0.02,1.04,,,,,
49631,119072,107151,0.02,-0.03,1.04,,,,,
49704,119091,107156,0.03,-0.02,1.03,,,,,
49783,119263,107193,0.03,-0.03,1.03,,,,,
49886,119380,107269,0.03,-0.03,1.03,,,,,
49932,119436,107259,0.03,-0.03,1.04,,,,,
49972,119498,107306,0.03,-0.02,1.04,,,,,
50042,119565,107358,0.03,-0.03,1.04,,,,,
50112,119679,107354,0.03,-0.02,1.03,,,,,
50183,119756,107372,0.03,-0.03,1.03,,,,,
50252,119583,107313,0.03,-0.03,1.04,,,,,
50323,119367,107235,0.03,-0.03,1.03,,,,,
50392,119305,107217,0.03,-0.03,1.03,,,,,
50455,119288,107184,0.03,-0.03,1.03,,,,,
50527,119304,107229,0.03,-0.02,1.04,,,,,
50592,119313,107221,0.03,-0.03,1.04,,,,,
50661,119388,107234,0.03,-0.02,1.03,,,,,
50733,119464,107261,0.03,-0.03,1.04,,,,,
50801,119496,107267,0.03,-0.03,1.03,,,,,
50871,119601,107311,0.03,-0.03,1.03,,,,,
51781,119727,107350,0.03,-0.02,1.04,,,,,
51823,119752,107317,0.03,-0.03,1.03,,,,,
51862,119806,107303,0.03,-0.03,1.03,,,,,
51902,119849,107320,0.03,-0.03,1.03,,,,,
51950,119898,107361,0.03,-0.03,1.03,,,,,
52024,119686,107233,0.03,-0.03,1.04,,,,,
52123,119407,107139,0.03,-0.02,1.04,,,,,
52181,119385,107101,0.03,-0.02,1.04,,,,,
52231,119363,107123,0.03,-0.02,1.04,,,,,
52901,119809,107283,0.03,-0.03,1.04,,,,,
52922,119712,107186,0.03,-0.03,1.04,,,,,
53136,119508,107108,0.03,-0.03,1.03,,,,,
53267,119177,106981,0.02,-0.02,1.03,,,,,
53449,119260,107024,0.03,-0.02,1.03,,,,,
54503,119216,107033,0.03,-0.03,1.03,,,,,
55480,119302,107044,0.03,-0.02,1.03,,,,,
56581,118938,106923,0.03,-0.03,1.04,,,,,
56667,118838,106980,0.03,-0.02,1.03,,,,,
56749,118884,106967,0.03,-0.03,1.04,,,,,
57365,119115,107089,0.03,-0.02,1.04,,,,,
57403,119041,107038,0.03,-0.03,1.04,,,,,
57765,119091,107075,0.03,-0.02,1.03,,,,,
57820,119122,107099,0.03,-0.03,1.04,,,,,
58833,119163,107111,0.03,-0.03,1.03,,,,,
58889,119388,107186,0.03,-0.03,1.03,,,,,
58926,119443,107206,0.02,-0.03,1.04,,,,,
58973,119491,107184,0.02,-0.03,1.03,,,,,
59012,119532,107209,0.03,-0.03,1.04,,,,,
59080,119566,107231,0.03,-0.03,1.04,,,,,
59151,119193,107116,0.03,-0.03,1.04,,,,,
59218,119175,107085,0.03,-0.03,1.04,,,,,
60145,119194,107069,0.03,-0.03,1.04,,,,,
60186,119147,107025,0.03,-0.02,1.03,,,,,
60226,119112,107016,0.03,-0.02,1.04,,,,,
60272,119108,107037,0.03,-0.03,1.04,,,,,
60341,119104,107015,0.03,-0.03,1.04,,,,,
60410,119061,106987,0.03,-0.03,1.04,,,,,
60483,119075,106989,0.03,-0.03,1.04,,,,,
60555,119091,107018,0.03,-0.03,1.04,,,,,
60616,119159,107037,0.03,-0.03,1.03,,,,,
60690,119233,107000,0.03,-0.03,1.03,,,,,
61846,119368,107098,0.03,-0.02,1.03,,,,,
61886,119320,107028,0.03,-0.03,1.03,,,,,
61928,119070,106925,0.03,-0.03,1.03,,,,,
61972,118895,106900,0.03,-0.02,1.03,,,,,
62041,118802,106868,0.03,-0.02,1.04,,,,,
62109,118653,106798,0.03,-0.03,1.04,,,,,
62186,118648,106829,0.03,-0.02,1.04,,,,,
62251,118618,106835,0.03,-0.03,1.03,,,,,
62317,118610,106850,0.03,-0.03,1.03,,,,,
62391,118639,106861,0.03,-0.03,1.04,,,,,
62453,118740,106876,0.03,-0.03,1.03,,,,,
62528,118786,106930,0.03,-0.02,1.03,,,,,
62590,118890,106992,0.03,-0.02,1.03,,,,,
62668,118936,107001,0.03,-0.02,1.03,,,,,
62732,119045,107070,0.03,-0.03,1.03,,,,,
62797,119169,107095,0.02,-0.03,1.04,,,,,
62866,119207,107088,0.03,-0.02,1.04,,,,,
62937,119007,107004,0.03,-0.03,1.03,,,,,
63006,118551,106852,0.03,-0.02,1.03,,,,,
63072,118501,106845,0.03,-0.03,1.03,,,,,
63140,118435,106852,0.03,-0.02,1.04,,,,,
63217,118395,106860,0.03,-0.03,1.03,,,,,
64347,118476,107001,0.03,-0.03,1.04,,,,,
64387,118538,107029,0.03,-0.03,1.03,,,,,
64461,118604,107044,0.03,-0.03,1.04,,,,,
64508,118711,107111,0.03,-0.02,1.03,,,,,
64548,118754,107105,0.02,-0.02,1.04,,,,,
64616,118821,107133,0.03,-0.03,1.03,,,,,
64680,118950,107171,0.03,-0.03,1.04,,,,,
64748,119048,107243,0.03,-0.02,1.03,,,,,
64827,119137,107245,0.03,-0.03,1.03,,,,,
64887,118891,107153,0.03,-0.03,1.03,,,,,
64965,118429,106990,0.03,-0.02,1.03,,,,,
65023,118340,106976,0.03,-0.02,1.03,,,,,
65096,118245,106990,0.03,-0.02,1.03,,,,,
65227,118260,106977,0.03,-0.02,1.03,,,,,
65266,118304,106975,0.03,-0.03,1.03,,,,,
65307,118365,107034,0.03,-0.02,1.04,,,,,
65372,118428,107071,0.03,-0.02,1.03,,,,,
65456,118609,107152,0.03,-0.03,1.03,,,,,
65547,118807,107213,0.03,-0.03,1.03,,,,,
65603,118845,107257,0.03,-0.03,1.03,,,,,
65642,118926,107281,0.03,-0.03,1.03,,,,,
66588,118734,107288,0.03,-0.02,1.04,,,,,
66630,118823,107308,0.03,-0.02,1.04,,,,,
66669,118898,107372,0.02,-0.03,1.03,,,,,
66727,118998,107371,0.03,-0.03,1.03,,,,,
66785,119058,107437,0.03,-0.03,1.04,,,,,
66851,119205,107501,0.03,-0.03,1.03,,,,,
66921,118747,107223,0.03,-0.03,1.03,,,,,
66994,118420,107151,0.03,-0.02,1.03,,,,,
67060,118091,107096,0.03,-0.03,1.03,,,,,
67133,118071,107088,0.03,-0.03,1.04,,,,,
67196,118063,107076,0.03,-0.03,1.04,,,,,
67264,118010,107059,0.02,-0.02,1.04,,,,,
67332,118074,107146,0.03,-0.03,1.03,,,,,
67402,118180,107139,0.03,-0.03,1.03,,,,,
67471,118370,107240,0.03,-0.03,1.03,,,,,
67539,118449,107281,0.03,-0.03,1.03,,,,,
67609,118576,107339,0.03,-0.03,1.03,,,,,
68480,118722,107408,0.03,-0.03,1.03,,,,,
68552,118413,107350,0.03,-0.03,1.03,,,,,
68629,118621,107437,0.03,-0.02,1.03,,,,,
68730,118828,107503,0.03,-0.03,1.04,,,,,
68809,118965,107567,0.03,-0.03,1.03,,,,,
68864,118804,107425,0.03,-0.03,1.04,,,,,
68949,117786,107111,0.03,-0.02,1.03,,,,,
68990,117618,107011,0.03,-0.03,1.03,,,,,
69028,117495,107016,0.03,-0.03,1.04,,,,,
70036,117424,107000,0.03,-0.03,1.03,,,,,
70097,117096,106732,0.03,-0.02,1.04,,,,,
70130,117146,106755,0.03,-0.03,1.04,,,,,
70168,117153,106768,0.03,-0.03,1.03,,,,,
70215,117165,106783,0.03,-0.03,1.03,,,,,
70306,117185,106802,0.03,-0.02,1.03,,,,,
