TimeStamp,IR,RED,X,Y,Z,Heart Rate,Respiration Rate,SPO2,Error Rate,(Window Size)
183209,115503,106969,0.03,-0.02,1.03,,,,,
184216,115607,106996,0.02,-0.03,1.03,,,,,
184281,116113,107233,0.03,-0.03,1.04,,,,,
184358,116324,107305,0.03,-0.03,1.03,,,,,
184388,116468,107331,0.02,-0.03,1.03,,,,,
184428,116563,107366,0.03,-0.02,1.03,,,,,
184483,116664,107406,0.03,-0.03,1.04,,,,,
184549,116838,107395,0.03,-0.03,1.04,,,,,
184619,116409,107163,0.03,-0.03,1.03,,,,,
184694,115286,106890,0.03,-0.03,1.03,,,,,
184758,115267,106871,0.03,-0.03,1.04,,,,,
184856,115520,106995,0.03,-0.03,1.04,,,,,
184934,115602,106998,0.03,-0.03,1.03,,,,,
185000,115750,107087,0.02,-0.03,1.03,,,,,
185069,116010,107167,0.03,-0.02,1.04,,,,,
185108,116100,107171,0.02,-0.03,1.03,,,,,
185829,115778,107033,0.02,-0.03,1.03,,,,,
185877,115875,107074,0.03,-0.03,1.04,,,,,
185910,115883,107070,0.03,-0.03,1.03,,,,,
185959,115913,107106,0.03,-0.02,1.03,,,,,
186034,116000,107121,0.03,-0.03,1.04,,,,,
186099,116331,107236,0.03,-0.03,1.04,,,,,
186169,116550,107312,0.03,-0.02,1.04,,,,,
186238,116625,107327,0.03,-0.02,1.04,,,,,
186310,116821,107427,0.03,-0.03,1.03,,,,,
186378,116976,107478,0.03,-0.02,1.03,,,,,
186454,117084,107483,0.03,-0.02,1.03,,,,,
186520,117311,107542,0.03,-0.03,1.03,,,,,
186591,117215,107432,0.03,-0.03,1.03,,,,,
187434,116715,107208,0.03,-0.02,1.03,,,,,
187471,116293,107071,0.03,-0.02,1.03,,,,,
187521,116114,107019,0.03,-0.02,1.04,,,,,
187590,116154,107086,0.03,-0.02,1.03,,,,,
187630,116312,107129,0.03,-0.02,1.03,,,,,
187699,116400,107151,0.03,-0.02,1.03,,,,,
187770,116412,107169,0.03,-0.02,1.04,,,,,
187867,116590,107202,0.03,-0.03,1.04,,,,,
187918,116794,107312,0.03,-0.03,1.03,,,,,
187999,116913,107321,0.03,-0.03,1.03,,,,,
188050,117164,107419,0.03,-0.02,1.03,,,,,
188119,117229,107467,0.03,-0.03,1.03,,,,,
188193,117463,107560,0.03,-0.02,1.03,,,,,
189074,117583,107539,0.02,-0.02,1.04,,,,,
189457,116453,107119,0.02,-0.02,1.03,,,,,
189534,116663,107177,0.03,-0.02,1.04,,,,,
189581,116726,107177,0.02,-0.03,1.03,,,,,
189614,116774,107197,0.03,-0.03,1.03,,,,,
189731,117107,107340,0.03,-0.03,1.04,,,,,
189772,117230,107390,0.03,-0.03,1.04,,,,,
190827,117352,107406,0.03,-0.03,1.03,,,,,
190878,118149,107603,0.03,-0.02,1.03,,,,,
191773,118239,107617,0.03,-0.02,1.04,,,,,
191838,118512,107586,0.03,-0.03,1.03,,,,,
191931,118692,107616,0.03,-0.02,1.03,,,,,
191974,118764,107702,0.03,-0.02,1.03,,,,,
192011,118852,107699,0.03,-0.03,1.04,,,,,
192063,118945,107729,0.03,-0.03,1.04,,,,,
192132,119096,107752,0.03,-0.03,1.03,,,,,
192207,119109,107713,0.03,-0.03,1.04,,,,,
193127,118556,107514,0.03,-0.03,1.04,,,,,
193172,118941,107496,0.03,-0.03,1.04,,,,,
193217,118652,107375,0.03,-0.03,1.03,,,,,
193264,118414,107284,0.03,-0.02,1.04,,,,,
193303,118278,107252,0.03,-0.02,1.04,,,,,
193385,118126,107194,0.03,-0.02,1.02,,,,,
194448,118127,107176,0.03,-0.02,1.04,,,,,
194493,117662,106864,0.03,-0.02,1.03,,,,,
194533,117714,106871,0.03,-0.02,1.03,,,,,
194578,117759,106894,0.03,-0.03,1.03,,,,,
194644,117825,106928,0.03,-0.02,1.03,,,,,
194698,117945,106968,0.03,-0.03,1.04,,,,,
194761,118007,106981,0.03,-0.03,1.03,,,,,
194837,118102,106993,0.03,-0.03,1.04,,,,,
194902,118226,107063,0.03,-0.02,1.04,,,,,
194975,118329,107020,0.03,-0.02,1.04,,,,,
195043,118066,106903,0.03,-0.02,1.04,,,,,
195127,117426,106673,0.03,-0.03,1.04,,,,,
195197,117014,106592,0.03,-0.03,1.03,,,,,
195252,117023,106552,0.03,-0.02,1.04,,,,,
196331,117013,106551,0.03,-0.03,1.03,,,,,
196373,116855,106531,0.03,-0.03,1.03,,,,,
196414,116965,106573,0.03,-0.03,1.03,,,,,
196457,117053,106644,0.03,-0.03,1.03,,,,,
196507,117151,106689,0.03,-0.03,1.03,,,,,
196574,117312,106758,0.03,-0.02,1.03,,,,,
196653,117515,106815,0.03,-0.03,1.04,,,,,
196713,117583,106841,0.03,-0.03,1.03,,,,,
196794,117811,106915,0.03,-0.03,1.03,,,,,
196855,117900,106981,0.03,-0.03,1.03,,,,,
196924,117994,106970,0.03,-0.03,1.04,,,,,
197991,117919,106952,0.03,-0.03,1.03,,,,,
198061,117522,106846,0.03,-0.02,1.03,,,,,
198887,117513,106835,0.03,-0.03,1.03,,,,,
198959,118212,107112,0.03,-0.02,1.04,,,,,
198996,117995,107033,0.03,-0.03,1.03,,,,,
199073,117856,106989,0.03,-0.03,1.04,,,,,
199145,117729,106918,0.03,-0.03,1.04,,,,,
199176,117752,106971,0.02,-0.03,1.04,,,,,
199254,117773,106935,0.03,-0.03,1.03,,,,,
199343,117837,106970,0.03,-0.03,1.03,,,,,
200343,118076,107070,0.03,-0.03,1.03,,,,,
200381,118136,107137,0.03,-0.03,1.03,,,,,
200415,118224,107167,0.03,-0.03,1.04,,,,,
200471,118303,107198,0.03,-0.03,1.03,,,,,
200545,118493,107269,0.03,-0.02,1.04,,,,,
200617,118661,107352,0.03,-0.03,1.04,,,,,
200673,118760,107350,0.03,-0.02,1.04,,,,,
201763,118926,107428,0.02,-0.03,1.03,,,,,
201831,119165,107520,0.03,-0.02,1.04,,,,,
201896,119317,107597,0.03,-0.03,1.04,,,,,
201938,119390,107572,0.03,-0.03,1.04,,,,,
201977,119399,107523,0.03,-0.03,1.04,,,,,
202025,119148,107454,0.02,-0.03,1.04,,,,,
202104,118705,107265,0.03,-0.02,1.03,,,,,
202165,118616,107262,0.03,-0.03,1.03,,,,,
202241,118506,107244,0.03,-0.03,1.04,,,,,
202322,118494,107203,0.03,-0.03,1.03,,,,,
202377,118405,107209,0.03,-0.02,1.04,,,,,
202463,118468,107212,0.03,-0.02,1.04,,,,,
202822,119086,107478,0.03,-0.03,1.04,,,,,
202856,119162,107479,0.03,-0.03,1.04,,,,,
202896,119220,107540,0.02,-0.03,1.03,,,,,
202976,119364,107584,0.03,-0.03,1.04,,,,,
203018,119306,107467,0.03,-0.03,1.03,,,,,
203375,118436,107176,0.03,-0.02,1.04,,,,,
203416,118443,107174,0.03,-0.02,1.03,,,,,
203458,118463,107173,0.03,-0.02,1.04,,,,,
203550,118578,107223,0.03,-0.03,1.04,,,,,
203576,118634,107276,0.03,-0.03,1.04,,,,,
203647,118692,107292,0.03,-0.03,1.03,,,,,
203717,118833,107350,0.03,-0.03,1.03,,,,,
203785,118876,107384,0.03,-0.03,1.04,,,,,
203886,118991,107385,0.03,-0.03,1.03,,,,,
203937,119147,107507,0.03,-0.03,1.04,,,,,
204001,119246,107498,0.03,-0.03,1.04,,,,,
204064,118986,107360,0.03,-0.03,1.03,,,,,
204137,118726,107255,0.03,-0.03,1.03,,,,,
204282,118418,107158,0.03,-0.03,1.03,,,,,
204316,118427,107161,0.03,-0.03,1.03,,,,,
205175,118395,107149,0.03,-0.03,1.04,,,,,
205220,117996,106991,0.03,-0.02,1.04,,,,,
205256,117947,106989,0.03,-0.02,1.04,,,,,
205297,117912,106972,0.03,-0.03,1.03,,,,,
205348,117890,106971,0.03,-0.03,1.04,,,,,
205416,117815,106948,0.03,-0.03,1.04,,,,,
205519,117811,106952,0.03,-0.03,1.03,,,,,
205558,117931,107017,0.03,-0.03,1.04,,,,,
205625,117993,107055,0.03,-0.03,1.03,,,,,
205697,118121,107097,0.03,-0.03,1.04,,,,,
205765,118257,107168,0.03,-0.02,1.03,,,,,
205840,118320,107194,0.03,-0.02,1.04,,,,,
205905,118521,107251,0.03,-0.03,1.04,,,,,
206857,118050,107170,0.03,-0.02,1.03,,,,,
206899,118153,107194,0.03,-0.03,1.03,,,,,
206965,118231,107237,0.03,-0.02,1.03,,,,,
206987,118303,107261,0.03,-0.02,1.04,,,,,
207057,118471,107324,0.03,-0.03,1.04,,,,,
207126,118466,107260,0.03,-0.03,1.04,,,,,
208209,117692,106964,0.03,-0.03,1.03,,,,,
208277,117822,107115,0.03,-0.02,1.03,,,,,
208326,117772,107076,0.03,-0.03,1.03,,,,,
208373,117699,107073,0.03,-0.02,1.03,,,,,
208412,117697,107080,0.03,-0.03,1.03,,,,,
208483,117668,107073,0.03,-0.03,1.04,,,,,
208582,117712,107076,0.03,-0.02,1.03,,,,,
208616,117768,107132,0.03,-0.03,1.04,,,,,
208686,117912,107207,0.02,-0.02,1.03,,,,,
208756,117996,107212,0.02,-0.03,1.03,,,,,
208826,118192,107285,0.03,-0.03,1.04,,,,,
208896,118232,107327,0.02,-0.03,1.04,,,,,
208968,118434,107387,0.03,-0.03,1.03,,,,,
209036,118520,107424,0.03,-0.03,1.04,,,,,
209105,118717,107482,0.03,-0.02,1.04,,,,,
209178,118792,107502,0.03,-0.03,1.04,,,,,
209245,118208,107230,0.03,-0.03,1.03,,,,,
210382,117901,107109,0.03,-0.03,1.03,,,,,
210462,117782,107148,0.03,-0.02,1.04,,,,,
210500,117752,107137,0.03,-0.02,1.04,,,,,
210539,117746,107133,0.03,-0.03,1.04,,,,,
210594,117732,107093,0.03,-0.03,1.04,,,,,
210659,117799,107132,0.03,-0.03,1.04,,,,,
210728,117858,107161,0.03,-0.02,1.04,,,,,
210798,118003,107214,0.02,-0.02,1.03,,,,,
210868,118112,107271,0.03,-0.02,1.03,,,,,
210937,118187,107293,0.03,-0.03,1.03,,,,,
211011,118374,107335,0.03,-0.03,1.03,,,,,
211080,118443,107378,0.03,-0.03,1.03,,,,,
211147,118621,107437,0.03,-0.03,1.03,,,,,
211222,118704,107474,0.03,-0.03,1.04,,,,,
211286,118484,107323,0.03,-0.02,1.04,,,,,
211356,118147,107221,0.03,-0.03,1.04,,,,,
211429,117777,107117,0.03,-0.02,1.03,,,,,
211498,117710,107054,0.03,-0.03,1.04,,,,,
211566,117693,107073,0.03,-0.03,1.04,,,,,
211636,117613,107052,0.03,-0.03,1.04,,,,,
211709,117667,107101,0.03,-0.03,1.04,,,,,
211780,117799,107133,0.03,-0.03,1.03,,,,,
211846,117859,107151,0.03,-0.03,1.03,,,,,
211921,118011,107215,0.03,-0.02,1.03,,,,,
212019,118060,107237,0.03,-0.03,1.04,,,,,
212071,118211,107322,0.03,-0.03,1.03,,,,,
212124,118301,107344,0.02,-0.03,1.04,,,,,
212194,118461,107371,0.02,-0.02,1.04,,,,,
212307,118316,107233,0.03,-0.03,1.03,,,,,
212338,117924,107114,0.03,-0.03,1.04,,,,,
212403,117661,107059,0.03,-0.03,1.03,,,,,
212480,117340,106955,0.03,-0.03,1.04,,,,,
213503,116999,106856,0.03,-0.02,1.04,,,,,
213540,116917,106830,0.03,-0.03,1.04,,,,,
213584,116855,106799,0.03,-0.03,1.04,,,,,
213651,116843,106817,0.03,-0.03,1.03,,,,,
213703,116755,106793,0.03,-0.03,1.03,,,,,
213772,116753,106808,0.03,-0.03,1.04,,,,,
213838,116832,106859,0.03,-0.03,1.04,,,,,
213911,117000,106933,0.03,-0.03,1.04,,,,,
213982,117121,107009,0.02,-0.02,1.03,,,,,
214049,117208,107015,0.02,-0.02,1.04,,,,,
214148,117378,107115,0.03,-0.02,1.03,,,,,
214202,117538,107142,0.03,-0.03,1.03,,,,,
214258,117611,107183,0.03,-0.03,1.03,,,,,
214641,116415,106738,0.03,-0.02,1.03,,,,,
214681,116421,106776,0.03,-0.03,1.03,,,,,
214719,116394,106757,0.03,-0.02,1.03,,,,,
214771,116383,106801,0.02,-0.03,1.03,,,,,
214841,116485,106823,0.03,-0.02,1.03,,,,,
215746,116718,106928,0.03,-0.03,1.04,,,,,
215811,116182,106795,0.02,-0.03,1.03,,,,,
215847,116249,106862,0.03,-0.03,1.04,,,,,
215920,116494,106957,0.03,-0.02,1.03,,,,,
215959,116585,106980,0.03,-0.02,1.03,,,,,
217245,117405,107341,0.03,-0.03,1.03,,,,,
217300,117293,107322,0.03,-0.03,1.04,,,,,
217346,117366,107363,0.03,-0.02,1.03,,,,,
217381,117446,107387,0.03,-0.02,1.03,,,,,
217431,117517,107378,0.03,-0.03,1.03,,,,,
217501,116908,107072,0.03,-0.03,1.03,,,,,
217571,116488,106945,0.03,-0.03,1.03,,,,,
217643,116190,106879,0.03,-0.03,1.03,,,,,
217713,116194,106927,0.03,-0.03,1.04,,,,,
217787,116278,106937,0.03,-0.03,1.03,,,,,
218747,116069,106935,0.03,-0.03,1.03,,,,,
218840,116093,106897,0.02,-0.03,1.03,,,,,
218881,116132,106944,0.03,-0.03,1.03,,,,,
218921,116217,106980,0.03,-0.03,1.03,,,,,
218979,116324,107048,0.03,-0.03,1.03,,,,,
219041,116443,107083,0.03,-0.03,1.03,,,,,
219112,116704,107162,0.03,-0.03,1.04,,,,,
219183,116788,107224,0.03,-0.03,1.03,,,,,
220149,117009,107291,0.03,-0.02,1.03,,,,,
220202,116707,107232,0.03,-0.02,1.03,,,,,
220251,116791,107264,0.03,-0.02,1.03,,,,,
220283,116878,107316,0.03,-0.02,1.03,,,,,
220333,116973,107343,0.03,-0.02,1.03,,,,,
220414,117152,107431,0.03,-0.02,1.03,,,,,
220474,117242,107446,0.03,-0.03,1.04,,,,,
220544,116951,107234,0.03,-0.03,1.04,,,,,
220614,115850,106853,0.03,-0.03,1.03,,,,,
220682,115618,106787,0.03,-0.03,1.03,,,,,
220799,115768,106929,0.02,-0.02,1.03,,,,,
221165,116389,107174,0.03,-0.03,1.04,,,,,
221203,116462,107209,0.03,-0.02,1.04,,,,,
221242,116548,107236,0.03,-0.03,1.04,,,,,
221296,116625,107288,0.03,-0.02,1.04,,,,,
221363,116717,107325,0.03,-0.02,1.04,,,,,
221433,116922,107416,0.03,-0.02,1.03,,,,,
221505,117047,107442,0.03,-0.03,1.03,,,,,
221572,115950,106915,0.03,-0.02,1.04,,,,,
221640,115426,106781,0.03,-0.02,1.03,,,,,
221710,115240,106796,0.03,-0.03,1.03,,,,,
221791,115307,106836,0.03,-0.03,1.03,,,,,
221850,115376,106829,0.03,-0.03,1.04,,,,,
221922,115433,106893,0.02,-0.03,1.04,,,,,
222820,115546,106952,0.03,-0.02,1.04,,,,,
222865,115127,106821,0.03,-0.03,1.03,,,,,
222904,115140,106806,0.03,-0.03,1.03,,,,,
222943,115214,106897,0.03,-0.03,1.04,,,,,
222999,115335,106933,0.03,-0.02,1.04,,,,,
223065,115474,107000,0.03,-0.02,1.03,,,,,
223138,115721,107072,0.03,-0.03,1.04,,,,,
223209,115882,107154,0.03,-0.02,1.04,,,,,
223274,115956,107175,0.03,-0.02,1.04,,,,,
223342,116133,107244,0.03,-0.02,1.03,,,,,
223411,116357,107328,0.04,-0.03,1.03,,,,,
223481,116425,107372,0.03,-0.03,1.04,,,,,
223558,115469,106852,0.02,-0.03,1.04,,,,,
223643,114509,106621,0.02,-0.02,1.03,,,,,
223690,114548,106630,0.03,-0.03,1.03,,,,,
223770,114751,106748,0.03,-0.03,1.03,,,,,
224742,114803,106752,0.03,-0.02,1.04,,,,,
224788,114490,106689,0.03,-0.03,1.04,,,,,
224842,114454,106627,0.03,-0.03,1.04,,,,,
224907,114432,106679,0.03,-0.02,1.03,,,,,
224948,114563,106757,0.03,-0.03,1.04,,,,,
224984,114711,106802,0.03,-0.02,1.03,,,,,
225054,114835,106823,0.03,-0.02,1.03,,,,,
225127,115074,106950,0.03,-0.03,1.03,,,,,
225210,115188,106945,0.03,-0.03,1.03,,,,,
225292,115322,107038,0.03,-0.02,1.03,,,,,
225366,115525,107116,0.02,-0.03,1.03,,,,,
225423,115640,107157,0.02,-0.03,1.03,,,,,
225484,115425,106917,0.02,-0.02,1.03,,,,,
225542,114583,106604,0.03,-0.03,1.04,,,,,
225620,113922,106478,0.03,-0.03,1.03,,,,,
226665,113815,106490,0.02,-0.03,1.03,,,,,
226705,113967,106573,0.03,-0.02,1.03,,,,,
226746,114011,106588,0.03,-0.03,1.03,,,,,
226797,114016,106579,0.03,-0.03,1.04,,,,,
226866,114143,106616,0.03,-0.03,1.03,,,,,
226933,114276,106713,0.03,-0.03,1.04,,,,,
227004,114554,106797,0.03,-0.03,1.04,,,,,
227074,114730,106862,0.02,-0.02,1.03,,,,,
227171,114802,106906,0.03,-0.02,1.03,,,,,
227212,115018,106994,0.03,-0.03,1.03,,,,,
227285,115222,107102,0.03,-0.02,1.03,,,,,
227352,115331,107116,0.03,-0.03,1.03,,,,,
227422,115500,107087,0.03,-0.02,1.03,,,,,
227491,114053,106478,0.03,-0.02,1.03,,,,,
227563,113524,106392,0.03,-0.03,1.04,,,,,
227631,113604,106466,0.03,-0.03,1.04,,,,,
227704,113739,106507,0.03,-0.02,1.03,,,,,
227771,113921,106540,0.03,-0.03,1.03,,,,,
227841,113911,106575,0.03,-0.02,1.04,,,,,
227910,114234,106703,0.03,-0.03,1.04,,,,,
227985,114358,106763,0.03,-0.03,1.03,,,,,
228050,114606,106828,0.03,-0.02,1.04,,,,,
228126,114719,106891,0.03,-0.02,1.04,,,,,
228204,114941,106979,0.03,-0.03,1.04,,,,,
228266,115140,107058,0.03,-0.03,1.03,,,,,
228329,115241,107089,0.02,-0.03,1.04,,,,,
228405,115460,107147,0.03,-0.02,1.04,,,,,
229478,115232,106904,0.03,-0.02,1.03,,,,,
229551,113764,106527,0.03,-0.03,1.03,,,,,
229586,113837,106534,0.03,-0.02,1.03,,,,,
229635,113910,106577,0.03,-0.02,1.04,,,,,
229676,114044,106634,0.03,-0.03,1.03,,,,,
229746,114223,106646,0.03,-0.03,1.03,,,,,
229846,114334,106752,0.02,-0.02,1.04,,,,,
230659,114514,106795,0.03,-0.02,1.04,,,,,
230709,114385,106737,0.03,-0.03,1.03,,,,,
230758,114406,106719,0.03,-0.02,1.03,,,,,
231645,114418,106742,0.03,-0.03,1.03,,,,,
231689,115010,106945,0.03,-0.03,1.04,,,,,
231729,115009,106912,0.03,-0.02,1.03,,,,,
232679,115016,106922,0.03,-0.02,1.03,,,,,
232727,115582,107088,0.03,-0.03,1.04,,,,,
232766,115655,107112,0.03,-0.03,1.03,,,,,
232808,115750,107140,0.03,-0.02,1.04,,,,,
232857,115891,107215,0.03,-0.02,1.03,,,,,
232931,116031,107267,0.03,-0.03,1.03,,,,,
232996,116345,107390,0.03,-0.03,1.04,,,,,
233066,116551,107422,0.03,-0.02,1.04,,,,,
233167,116855,107522,0.02,-0.02,1.04,,,,,
233255,117078,107647,0.03,-0.03,1.04,,,,,
234046,116975,107543,0.03,-0.02,1.03,,,,,
234086,117037,107572,0.03,-0.02,1.03,,,,,
234128,117148,107574,0.03,-0.02,1.02,,,,,
234179,117244,107651,0.03,-0.02,1.03,,,,,
234248,117350,107674,0.03,-0.02,1.04,,,,,
234336,116917,107391,0.03,-0.02,1.04,,,,,
234436,116245,107248,0.03,-0.03,1.03,,,,,
234468,116280,107250,0.03,-0.03,1.03,,,,,
234530,116373,107256,0.03,-0.03,1.03,,,,,
234601,116453,107289,0.03,-0.03,1.03,,,,,
234668,116483,107330,0.03,-0.03,1.04,,,,,
234735,116584,107349,0.03,-0.03,1.04,,,,,
235109,117520,107730,0.03,-0.03,1.03,,,,,
235188,117601,107654,0.03,-0.03,1.04,,,,,
235228,117208,107458,0.03,-0.03,1.03,,,,,
235269,116743,107307,0.03,-0.02,1.04,,,,,
235325,116413,107239,0.03,-0.02,1.04,,,,,
236405,116250,107183,0.03,-0.02,1.03,,,,,
236473,116156,107134,0.03,-0.03,1.04,,,,,
237481,116190,107150,0.03,-0.03,1.03,,,,,
237534,116609,107320,0.03,-0.03,1.04,,,,,
237569,116711,107349,0.03,-0.03,1.03,,,,,
237611,116790,107365,0.03,-0.03,1.03,,,,,
237714,117020,107476,0.03,-0.03,1.03,,,,,
237749,117106,107482,0.03,-0.02,1.03,,,,,
237797,117078,107413,0.03,-0.03,1.03,,,,,
237868,116651,107201,0.03,-0.03,1.03,,,,,
237978,115725,106974,0.03,-0.02,1.03,,,,,
238029,115879,107057,0.02,-0.03,1.04,,,,,
238081,115974,107093,0.03,-0.03,1.04,,,,,
238146,115988,107061,0.03,-0.03,1.03,,,,,
238216,116028,107079,0.03,-0.03,1.04,,,,,
238295,116167,107156,0.03,-0.03,1.03,,,,,
238362,116454,107254,0.02,-0.03,1.04,,,,,
238429,116526,107292,0.02,-0.03,1.04,,,,,
238496,116696,107344,0.03,-0.02,1.03,,,,,
238570,116852,107389,0.03,-0.03,1.03,,,,,
238635,116952,107464,0.03,-0.03,1.03,,,,,
238705,116312,107086,0.03,-0.03,1.03,,,,,
238775,115543,106901,0.03,-0.03,1.04,,,,,
238849,115555,106907,0.03,-0.02,1.04,,,,,
238915,115839,107020,0.03,-0.02,1.03,,,,,
238996,115858,107022,0.03,-0.02,1.03,,,,,
239066,115866,107048,0.03,-0.03,1.04,,,,,
239154,116103,107166,0.02,-0.02,1.04,,,,,
239216,116344,107248,0.03,-0.03,1.03,,,,,
239266,116463,107258,0.03,-0.02,1.04,,,,,
239351,116648,107313,0.03,-0.03,1.04,,,,,
239433,116811,107419,0.03,-0.03,1.03,,,,,
239516,116489,107166,0.03,-0.03,1.03,,,,,
239613,115275,106823,0.03,-0.03,1.03,,,,,
240618,115256,106807,0.03,-0.02,1.03,,,,,
240670,115313,106864,0.03,-0.03,1.03,,,,,
240714,115323,106873,0.03,-0.03,1.03,,,,,
240755,115341,106895,0.03,-0.02,1.03,,,,,
240800,115424,106972,0.03,-0.03,1.04,,,,,
240899,115680,107054,0.02,-0.03,1.03,,,,,
240949,115924,107129,0.03,-0.03,1.03,,,,,
241008,116008,107176,0.03,-0.03,1.03,,,,,
241078,116149,107211,0.03,-0.03,1.03,,,,,
241149,116222,107246,0.03,-0.03,1.04,,,,,
241218,116428,107348,0.03,-0.02,1.03,,,,,
241288,116431,107237,0.03,-0.03,1.04,,,,,
241359,115000,106759,0.03,-0.02,1.04,,,,,
241428,114912,106750,0.03,-0.03,1.04,,,,,
241503,115195,106861,0.03,-0.03,1.04,,,,,
241572,115332,106901,0.03,-0.03,1.04,,,,,
241637,115290,106919,0.03,-0.03,1.03,,,,,
241708,115385,106959,0.03,-0.03,1.03,,,,,
241776,115703,107094,0.03,-0.03,1.03,,,,,
241870,115982,107157,0.03,-0.02,1.03,,,,,
241916,116068,107228,0.03,-0.02,1.04,,,,,
241988,116154,107252,0.03,-0.03,1.03,,,,,
242071,116427,107362,0.03,-0.03,1.03,,,,,
242125,116441,107284,0.03,-0.03,1.04,,,,,
242194,115146,106755,0.03,-0.03,1.03,,,,,
242266,114729,106674,0.03,-0.03,1.03,,,,,
242335,114749,106733,0.03,-0.03,1.04,,,,,
242404,115027,106860,0.03,-0.03,1.04,,,,,
243472,115078,106912,0.03,-0.03,1.04,,,,,
243511,115257,106998,0.03,-0.02,1.03,,,,,
243552,115414,107026,0.03,-0.03,1.03,,,,,
243613,115526,107063,0.03,-0.02,1.04,,,,,
243683,115626,107103,0.03,-0.03,1.03,,,,,
243740,115856,107193,0.03,-0.02,1.03,,,,,
243812,116034,107242,0.03,-0.03,1.04,,,,,
243881,116119,107276,0.02,-0.02,1.04,,,,,
243951,116266,107297,0.03,-0.02,1.03,,,,,
244022,115126,106759,0.03,-0.03,1.03,,,,,
244095,114526,106665,0.03,-0.02,1.03,,,,,
244163,114636,106726,0.03,-0.03,1.04,,,,,
245239,114968,106850,0.03,-0.02,1.03,,,,,
245294,114852,106816,0.03,-0.03,1.04,,,,,
245339,115019,106882,0.03,-0.03,1.03,,,,,
246375,115158,106907,0.03,-0.03,1.04,,,,,
246433,115477,107005,0.03,-0.03,1.03,,,,,
246472,115600,107079,0.03,-0.03,1.04,,,,,
246513,115725,107146,0.03,-0.02,1.04,,,,,
246562,115819,107168,0.03,-0.03,1.03,,,,,
246633,115949,107202,0.03,-0.03,1.03,,,,,
246701,114986,106703,0.03,-0.02,1.03,,,,,
246801,114442,106603,0.03,-0.03,1.03,,,,,
246892,114780,106752,0.03,-0.02,1.04,,,,,
246939,114876,106770,0.03,-0.03,1.04,,,,,
246982,114871,106747,0.03,-0.03,1.03,,,,,
247050,114886,106769,0.02,-0.02,1.03,,,,,
247126,115185,106931,0.03,-0.02,1.04,,,,,
247196,115478,107017,0.03,-0.03,1.03,,,,,
247261,115609,107044,0.03,-0.03,1.03,,,,,
248220,116383,107239,0.02,-0.02,1.03,,,,,
248253,116502,107298,0.03,-0.02,1.04,,,,,
248297,116616,107335,0.03,-0.03,1.04,,,,,
248341,116730,107376,0.03,-0.03,1.03,,,,,
248412,116930,107381,0.03,-0.03,1.04,,,,,
248482,116657,107210,0.03,-0.03,1.03,,,,,
248551,115949,106994,0.03,-0.03,1.04,,,,,
248623,115769,106967,0.03,-0.02,1.03,,,,,
249534,116476,107148,0.03,-0.02,1.04,,,,,
249574,116506,107169,0.03,-0.02,1.03,,,,,
249616,116575,107188,0.03,-0.02,1.03,,,,,
249687,116564,107162,0.03,-0.02,1.03,,,,,
249733,116620,107190,0.03,-0.02,1.03,,,,,
249803,116685,107236,0.03,-0.03,1.03,,,,,
249873,116887,107309,0.03,-0.02,1.03,,,,,
249944,117056,107351,0.03,-0.03,1.03,,,,,
250012,117167,107380,0.03,-0.03,1.03,,,,,
250082,117403,107478,0.03,-0.03,1.04,,,,,
250152,117500,107502,0.03,-0.03,1.03,,,,,
250226,117610,107475,0.03,-0.03,1.04,,,,,
250301,117342,107329,0.02,-0.02,1.03,,,,,
250387,116809,107175,0.03,-0.03,1.03,,,,,
250478,116828,107215,0.03,-0.03,1.03,,,,,
250553,116874,107185,0.03,-0.03,1.04,,,,,
250595,116888,107210,0.03,-0.03,1.03,,,,,
250640,116965,107231,0.03,-0.03,1.03,,,,,
250711,117057,107258,0.03,-0.02,1.04,,,,,
250805,117305,107339,0.03,-0.02,1.03,,,,,
251864,117469,107413,0.03,-0.03,1.04,,,,,
251922,117991,107533,0.03,-0.03,1.03,,,,,
251995,118011,107509,0.03,-0.02,1.03,,,,,
252034,117738,107343,0.03,-0.02,1.03,,,,,
252075,117463,107267,0.03,-0.02,1.03,,,,,
252124,117274,107253,0.03,-0.02,1.03,,,,,
252196,117202,107209,0.03,-0.03,1.03,,,,,
252264,117231,107215,0.03,-0.03,1.04,,,,,
253339,117194,107201,0.03,-0.02,1.04,,,,,
253396,117588,107375,0.03,-0.03,1.04,,,,,
253436,117693,107391,0.03,-0.02,1.04,,,,,
253475,117779,107435,0.03,-0.03,1.04,,,,,
253527,117878,107485,0.03,-0.03,1.04,,,,,
253608,118067,107564,0.02,-0.03,1.04,,,,,
253664,118152,107562,0.03,-0.03,1.03,,,,,
253735,118295,107581,0.03,-0.03,1.04,,,,,
253806,117785,107342,0.03,-0.03,1.03,,,,,
253925,117499,107274,0.03,-0.03,1.03,,,,,
253978,117497,107286,0.03,-0.03,1.03,,,,,
255022,117530,107292,0.03,-0.03,1.03,,,,,
255092,117841,107399,0.03,-0.02,1.03,,,,,
255120,117925,107411,0.03,-0.02,1.03,,,,,
255157,117998,107454,0.03,-0.03,1.04,,,,,
255207,118065,107462,0.03,-0.03,1.04,,,,,
255275,118200,107534,0.03,-0.03,1.03,,,,,
255346,118268,107549,0.03,-0.03,1.03,,,,,
